facility_name,lat,lon,max_capacity,full_address,city,property_type
Alexandra Neighbourhood House Children's Centre At Don Chris,49.116511,-122.71231,153.0,"6256 184 St, Surrey, BC",Surrey,Daycare
Alexandra Neighbourhood House Children's Centre At Hillcrest,49.121068,-122.707495,105.0,"18599 65 Ave, Surrey, BC",Surrey,Daycare
Alexandra Neighbourhood House Children's Centre At Pacific H,49.049167,-122.748219,219.0,"17148 26 Ave, Surrey, BC",Surrey,Daycare
Alexandra Neighbourhood House Children's Centre At Rosemary,49.067176,-122.792662,131.0,"15516 36 Ave, Surrey, BC",Surrey,Daycare
Alexandra Neighbourhood House Children's Centre At Sunnyside,49.053588,-122.781916,158.0,"2828 159 St, Surrey, BC",Surrey,Daycare
Alexis Creek Elementary/Secondary,52.0856285,-123.2762747,170.0,"PO Box 199, Alexis Creek, BC",Alexis Creek,Elementary-Secondary Public School
Alexis Park Elementary,50.2739666,-119.2792155,320.0,"4205 35 St, Vernon, BC",Vernon,Elementary Public School
Alexis Park Elementary,50.273967,-119.279216,122.0,"4205 35 St, Vernon, BC",Vernon,Daycare
Alfred B Dixon Elementary,49.1443633,-123.1853773,380.0,"9331 Diamond Rd, Richmond, BC",Richmond,Elementary Public School
Alia's Childcare Centre,49.137739,-122.917015,189.0,"7412 Crawford Dr, Delta, BC",Delta,Daycare
Alice Brown Elementary,49.0831004,-122.6680192,315.0,"20011 44 Ave, Langley, BC",Langley,Elementary Public School
Alisha's Angels Childcare,49.917411,-125.192484,176.0,"143 Lennea Pl, Campbell River, BC",Campbell River,Daycare
Alison's Family Daycare,49.238316,-123.184814,274.0,"3588 37Th Ave W, Vancouver, BC",Vancouver,Daycare
All 4 U Lila's Daycare,49.674158,-124.995354,181.0,"2125 Stewart Ave, Courtenay, BC",Courtenay,Daycare
All Aboard Child Care,49.246047,-122.780498,273.0,"1620 Western Dr, Port Coquitlam, BC",Port Coquitlam,Daycare
All Aboard Childcare Ltd.,50.637509,-120.376229,274.0,"3-1325 Aberdeen Dr, Kamloops, BC",Kamloops,Daycare
All Aboard Family Child Care,49.142578,-123.951786,215.0,"544 Weber St, Nanaimo, BC",Nanaimo,Daycare
All About Kids Childcare,49.88544,-119.38158,245.0,"346 Holbrook Rd E, Kelowna, BC",Kelowna,Daycare
All About The Kids,49.274467,-122.763896,164.0,"1768 Laurier Ave, Port Coquitlam, BC",Port Coquitlam,Daycare
All Bright Early Learning Center,49.259975,-122.841243,167.0,"706 Linton St, Coquitlam, BC",Coquitlam,Daycare
All Bright Early Learning Center Park,49.272433,-122.831682,238.0,"2274 Park Crescent, Coquitlam, BC",Coquitlam,Daycare
All Day Smiles Child Care Centre,49.055157,-122.214052,230.0,"36517 Carnarvon Crt, Abbotsford, BC",Abbotsford,Daycare
All Is Well Childcare,49.183138,-122.856793,133.0,"9927 132 St, Surrey, BC",Surrey,Daycare
All Little Bears Child Care Ltd. - Machleary,49.164304,-123.948542,213.0,"292 Machleary St, Nanaimo, BC",Nanaimo,Daycare
All Little Bears Child Care Ltd. - Selby,49.161221,-123.937963,282.0,"546 Selby St, Nanaimo, BC",Nanaimo,Daycare
All Little Bears Childcare Ltd. - 3 To 5 Northfield,49.192044,-123.999103,290.0,"102-2320 Northfield Rd, Nanaimo, BC",Nanaimo,Daycare
All Little Bears Childcare Ltd. - It Northfield,49.192018,-123.998625,231.0,"101&102-2310 Northfield Rd, Nanaimo, BC",Nanaimo,Daycare
All My Kids Ltd,49.266178,-122.846015,308.0,"1710 Harbour Dr, Coquitlam, BC",Coquitlam,Daycare
All Star's Licensed Family Child Care,49.236198,-123.109679,106.0,"5483 Mackie St, Vancouver, BC",Vancouver,Daycare
All-Day Children's Workshop,49.352789,-123.096285,172.0,"4501 Highland Blvd, North Vancouver, BC",North Vancouver,Daycare
Allegro Musical Daycare,49.2855,-122.782771,217.0,"3143 Sechelt Dr, Coquitlam, BC",Coquitlam,Daycare
Alli's Little Rascals,56.258657,-120.841533,151.0,"9620 113 Ave, Fort St. John, BC",Fort St. John,Daycare
Allsmile Tl Childcare Centre,49.134752,-122.80446,153.0,"15086 73 Ave, Surrey, BC",Surrey,Daycare
Alma Queen Daycare,49.335894,-123.070812,284.0,"125 East Queens Rd, North Vancouver, BC",North Vancouver,Daycare
Almosthome Goldstream It,48.449974,-123.512168,300.0,"999 Goldstream Ave, Victoria, BC",Victoria,Daycare
Almosthome Gordon,48.450263,-123.507271,176.0,"935 Goldstream Ave, Victoria, BC",Victoria,Daycare
Almosthome Luxton,48.429899,-123.53253,228.0,"1040 Marwood Ave, Victoria, BC",Victoria,Daycare
Almosthome Mosaic,48.448915,-123.399301,214.0,"2946 Tillicum Rd, Victoria, BC",Victoria,Daycare
Almosthome Seaside,48.388234,-123.643235,133.0,"5229 Sooke Rd, Sooke, BC",Sooke,Daycare
Almosthome Shady Creek,48.577184,-123.407501,225.0,"7180 East Saanich Rd, Saanichton, BC",Saanichton,Daycare
Almosthome Strawberry Hill,48.470837,-123.422399,270.0,"3897 Holland Ave, Victoria, BC",Victoria,Daycare
Almosthome Tillicum,48.449269,-123.398894,162.0,"2964 Tillicum Rd, Victoria, BC",Victoria,Daycare
Alouette Elementary,49.2296759,-122.6089564,490.0,"22155 Isaac Cres, Maple Ridge, BC",Maple Ridge,Elementary Public School
Alpha Bees Childcare,49.281499,-122.818306,195.0,"1157 Falcon Dr, Coquitlam, BC",Coquitlam,Daycare
Alpha Secondary,49.2761929,-123.0002604,1100.0,"930 Alpha Ave, Burnaby, BC",Burnaby,Secondary Public School
Alphabet Childcare,49.323216,-123.030602,225.0,"1664 Birchlynn Pl, North Vancouver, BC",North Vancouver,Daycare
Alphabet Playhouse Childcare Centre,49.206784,-123.986495,81.0,"2025 Berkshire Pl, Nanaimo, BC",Nanaimo,Daycare
Alphabet Zoo Early Learning Centre,48.432943,-123.517503,320.0,"2619 Sooke Rd, Victoria, BC",Victoria,Daycare
Alphabet Zoo Early Learning Centre (Fulton),48.42528,-123.50506,129.0,"3322 Fulton Rd, Victoria, BC",Victoria,Daycare
Alphabetz,49.215339,-123.982533,125.0,"3342 Barrington Rd, Nanaimo, BC",Nanaimo,Daycare
Alphabetz Daycare,49.147504,-122.890471,162.0,"7929 120Th St, Delta, BC",Delta,Daycare
Alphablocks Childcare,49.11856,-122.842007,196.0,"13711 63B Ave, Surrey, BC",Surrey,Daycare
Alpine Childcare Solutions Ltd.,50.005492,-114.925964,146.0,"2100 Balmer Dr, Elkford, BC",Elkford,Daycare
Altamont Child Development Centre Inc.,49.338079,-123.19313,176.0,"2879 Marine Dr, West Vancouver, BC",West Vancouver,Daycare
Altamont Child Development Centre Inc.,49.338079,-123.19313,207.0,"2879 Marine Dr, West Vancouver, BC",West Vancouver,Daycare
Alternate Community Programs,53.8863535,-122.7791727,,"3400 Westwood Dr, Prince George, BC",Prince George,Elementary-Secondary Public School
Alternative Learning Program,50.2524664,-119.2488783,,"3602 30 Ave, Vernon, BC",Vernon,Secondary Public School
Alvin A McKay Elementary,55.0318435,-129.577895,120.0,"311 Church St, Greenville, BC",Greenville,Elementary Public School
Always Happy Montessori Family Child Care,49.221804,-123.10136,213.0,"6908 Main St, Vancouver, BC",Vancouver,Daycare
Always Home Childcare,53.916606,-122.769724,217.0,"887 Carney St, Prince George, BC",Prince George,Daycare
Always Sunshine,53.855196,-122.800401,99.0,"3219 Embree Pl, Prince George, BC",Prince George,Daycare
Alwin Holland Elementary,56.2528439,-120.8395268,345.0,"10615 96 St, Fort St John, BC",Fort St John,Elementary Public School
Alwin Holland Elementary - Little Griffins Clubhouse,56.252844,-120.839527,134.0,"10615 96 St, Fort St. John, BC",Fort St. John,Daycare
Alysh Daycare Centre,49.253799,-123.016693,266.0,"3964 Creekside Pl, Burnaby, BC",Burnaby,Daycare
Amanda's Angels,53.89867,-122.64316,316.0,"5428 Giscome Rd, Prince George, BC",Prince George,Daycare
Amazement Park Children's Center - Before-After School Care,49.257341,-122.86147,142.0,"1107 Sprice Ave, Coquitlam, BC",Coquitlam,Daycare
Amazement Park Children's Center Ltd,49.257746,-122.86279,151.0,"1050 Cottonwood Ave, Coquitlam, BC",Coquitlam,Daycare
Amazing Angel Daycare,49.23003,-122.904969,201.0,"919 Chilliwack St, New Westminster, BC",New Westminster,Daycare
Amazing Grace Childcare Centre,49.19922,-122.791066,189.0,"10816 155A St, Surrey, BC",Surrey,Daycare
Amazing Kids Center,53.893137,-122.782952,154.0,"2742 Michener Cres, Prince George, BC",Prince George,Daycare
Amazing Kids Day Care,49.124648,-122.688801,265.0,"6683 193 St, Surrey, BC",Surrey,Daycare
Amazing Kidz Childcare,49.250333,-122.941511,323.0,"3780 Lozells Ave, Burnaby, BC",Burnaby,Daycare
Amber's Family Daycare,49.119702,-122.69792,155.0,"6445 189A St, Surrey, BC",Surrey,Daycare
Ambleside Montessori,49.332183,-123.159809,268.0,"860 17Th St, West Vancouver, BC",West Vancouver,Daycare
Ambleside Montessori 2,49.333758,-123.146422,273.0,"1115 Haywood Ave, West Vancouver, BC",West Vancouver,Daycare
Ambleside Park Childcare,49.324435,-123.146842,217.0,"1093 Par Rd, West Vancouver, BC",West Vancouver,Daycare
Ambleside Park Childcare,49.324435,-123.146842,254.0,"1093 Par Rd, West Vancouver, BC",West Vancouver,Daycare
Amelia House Playschool,49.251931,-124.077381,153.0,"7232 Lantzville Rd, Lantzville, BC",Lantzville,Daycare
Amlilas Daycare,50.64184,-126.910966,104.0,"126 Boundary St, Alert Bay, BC",Alert Bay,Daycare
Amore Family Child Care,49.136718,-123.145151,261.0,"10340 Buttermere Dr, Richmond, BC",Richmond,Daycare
Amy's Childcare,48.460204,-123.508687,40.0,"2515 Martin Ridge, Victoria, BC",Victoria,Daycare
Amy's Family Child Care,49.2242,-123.087298,152.0,"852 50Th Ave E, Vancouver, BC",Vancouver,Daycare
Amy's Family Day Care,49.228702,-122.964334,258.0,"6088 Sperling Ave, Burnaby, BC",Burnaby,Daycare
Amy's Growing Garden Daycare,50.699457,-120.374535,53.0,"1265 Barrie Dr, Kamloops, BC",Kamloops,Daycare
Anahid Childcare,49.275577,-123.134335,301.0,"904  -1000 Beach Ave, Vancouver, BC",Vancouver,Daycare
Anahim Lake Elem-Jr Secondary,51.9989707,-123.1622355,170.0,"PO Box 3350, Anahim Lake, BC",Anahim Lake,Elementary Jr. Secondary Public School
Anchor Academy (DL),50.6597386,-119.2016601,,"PO Box 3015, Salmon Arm, BC",Salmon Arm,Elementary-Secondary Independent School
Anchor Point Montessori,49.2770447,-123.1308656,,"15977 28 Avenue, Surrey, BC",Surrey,Elementary Independent School
Anchors Wood Playcare,48.409068,-123.503801,256.0,"3542 Charnley Pl, Victoria, BC",Victoria,Daycare
Anderson ymca Kids Club,49.165695,-123.119676,239.0,"9460 Alberta Rd, Richmond, BC",Richmond,Daycare
Andre-Piolat,49.3379736,-123.0783531,435.0,"380 Kings Rd W, North Vancouver, BC",North Vancouver,Elementary-Secondary Public School
Angel Care,48.782385,-123.672679,184.0,"2085 Maple Bay Rd, Duncan, BC",Duncan,Daycare
Angel Daycare Centre,49.232825,-121.751865,171.0,"7524 Arbutus Dr, Agassiz, BC",Agassiz,Daycare
Angel Montessori Children Centre,49.194627,-122.753912,259.0,"10562 169 St, Surrey, BC",Surrey,Daycare
Angel Pines Center,49.053268,-122.279929,257.0,"2826 Cambridge St, Abbotsford, BC",Abbotsford,Daycare
Angel Pines Daycare,49.064128,-122.240465,131.0,"8-3457 Whatcom Rd, Abbotsford, BC",Abbotsford,Daycare
Angel Queens Daycare,49.336332,-123.081938,183.0,"483 Queens Rd W, North Vancouver, BC",North Vancouver,Daycare
Angel Rhef Family Daycare,50.270417,-119.268109,254.0,"2709 39 Ave, Vernon, BC",Vernon,Daycare
Angel Wings Daycare Center,49.220631,-122.946886,290.0,"7444 Edmonds St, Burnaby, BC",Burnaby,Daycare
Angel's Nest Daycare,49.147366,-122.855553,94.0,"13241 79A Ave, Surrey, BC",Surrey,Daycare
Angels Academy Childcare Centre,49.827956,-119.633715,214.0,"2547 Herbert Rd, West Kelowna, BC",West Kelowna,Daycare
Angels At Home Family Childcare,49.178006,-123.081978,86.0,"4720 Wyne Cres, Richmond, BC",Richmond,Daycare
Angels Land Academy,49.359264,-123.102092,159.0,"1054 Prospect Ave, North Vancouver, BC",North Vancouver,Daycare
Angels Playhouse Daycare Society (6Th Ave),49.203459,-122.938931,203.0,"1641 Sixth Ave, New Westminster, BC",New Westminster,Daycare
Angels Playhouse Daycare Society (Buffalo St),49.254032,-122.953479,175.0,"7189 Buffalo St, Burnaby, BC",Burnaby,Daycare
Angels Playhouse Daycare Society (Clinton St),49.212764,-122.987161,155.0,"5288 Clinton St, Burnaby, BC",Burnaby,Daycare
Angels Playhouse Daycare Society (Grafton St),49.232313,-123.002368,257.0,"4529 Grafton St, Burnaby, BC",Burnaby,Daycare
Angels Playhouse Daycare Society (Rochester Ave),49.245102,-122.880891,282.0,"722 Rochester Ave, Coquitlam, BC",Coquitlam,Daycare
Angels Playhouse Daycare Society (Sherban Ct),49.268617,-122.979782,120.0,"5798 Sherban Crt, Burnaby, BC",Burnaby,Daycare
Angels Playhouse Daycare Society (Sperling Ave),49.221475,-122.964359,116.0,"6850 Sperling Ave, Burnaby, BC",Burnaby,Daycare
Angels Playhouse Infant & Toddler Child Care Centre,49.21707,-122.983556,249.0,"103 7339 Macpherson Ave, Burnaby, BC",Burnaby,Daycare
Angels Playhouse Infant & Toddler Childcare Centre -Creslawn,49.272029,-122.989715,242.0,"1361 Crestlawn Dr, Burnaby, BC",Burnaby,Daycare
Angels Playhouse Infant And Toddler Childcare Centre(Rumble),49.214569,-122.983393,230.0,"5588 Rumble St, Burnaby, BC",Burnaby,Daycare
Animal Crackers Children's Centre #3,49.153171,-122.902388,179.0,"116 11590 83Rd Ave, Delta, BC",Delta,Daycare
Animal Crackers Children's Centre #5,49.132887,-122.907757,177.0,"103 11364 72 Ave, Delta, BC",Delta,Daycare
Animal Crackers Children's Centre #7,49.149633,-122.903278,190.0,"707 11531 80Th Ave, Delta, BC",Delta,Daycare
Animal Crackers Children's Centre #9,49.142911,-122.893927,248.0,"A3 - 7670 118Th St, Delta, BC",Delta,Daycare
Anklebyters Out-Of-School Care,48.462482,-123.405824,245.0,"3751 Grange Rd, Victoria, BC",Victoria,Daycare
Anmore Elementary,49.3119629,-122.8609988,170.0,"30 Elementary Rd, Anmore, BC",Anmore,Elementary Public School
Anna's Day Care,53.960254,-122.835975,137.0,"6353 Bench Dr, Prince George, BC",Prince George,Daycare
Anna's Greenhouse Daycare,49.236649,-122.87646,185.0,"220 Bernatchey St, Coquitlam, BC",Coquitlam,Daycare
Anna's Playhouse Daycare,49.275027,-122.785299,211.0,"2581 Kitchener Ave, Port Coquitlam, BC",Port Coquitlam,Daycare
Annar Fine Art Academy,49.296179,-122.794089,246.0,"2900 Waterford Pl, Coquitlam, BC",Coquitlam,Daycare
Anne McClymont Elementary,49.8203795,-119.4901988,375.0,"4489 Lakeshore Rd, Kelowna, BC",Kelowna,Elementary Public School
Anne Roberts Young Elementary,56.2583629,-120.8180933,505.0,"10112 105 Ave, Fort St. John, BC",Fort St. John,Elementary Public School
Anne-Hebert,49.2191151,-123.0463998,,"7051 Killarney St, Vancouver, BC",Vancouver,Elementary Public School
Annette’S Family Childcare,49.234248,-124.018185,260.0,"5830 Hammond Bay Rd, Nanaimo, BC",Nanaimo,Daycare
Annieville Elementary,49.1708758,-122.9094152,365.0,"9240 112 St, Delta, BC",Delta,Elementary Public School
Annunciation School,54.3098406,-130.3248435,,"627 5th Ave W, Prince Rupert, BC",Prince Rupert,Elementary Jr. Secondary Independent School
Anny's Early Learning,48.782542,-123.731865,201.0,"4-3185 Gibbins Rd, Duncan, BC",Duncan,Daycare
Anspayaxw Aboriginal Headstart,55.355918,-127.687479,157.0,"1439 Mary Blackwater Dr, Kispiox, BC",Kispiox,Daycare
Ant Family Child Care,49.235128,-123.079349,268.0,"5468 Inverness St, Vancouver, BC",Vancouver,Daycare
Ants In Your Pants,49.309751,-123.054874,270.0,"752 4Th St E, North Vancouver, BC",North Vancouver,Daycare
Apel Montessori Childcare Center,49.285201,-122.750718,259.0,"1326 Apel Dr, Port Coquitlam, BC",Port Coquitlam,Daycare
Apple Berry Lane Family Child Care,48.797853,-123.752134,132.0,"6258 North Rd, Duncan, BC",Duncan,Daycare
Apple Blossom Child Care Centre,49.323889,-123.091465,156.0,"1645 Bewicke Ave, North Vancouver, BC",North Vancouver,Daycare
Apple Blossom Child Care Centre,49.323889,-123.091465,272.0,"1645 Bewicke Ave, North Vancouver, BC",North Vancouver,Daycare
Apple Daycare Center,49.175996,-122.774346,134.0,"16166 95A Ave, Surrey, BC",Surrey,Daycare
Apple Family Child Care Centre,49.183541,-122.784621,200.0,"15793 99A Ave, Surrey, BC",Surrey,Daycare
Apple Garden Daycare,51.644794,-120.090537,184.0,"156 Wadlegger Rd, Clearwater, BC",Clearwater,Daycare
Apple Island Childcare,49.223025,-122.947456,198.0,"7487 Holly St, Burnaby, BC",Burnaby,Daycare
Apple Tree Child Care Centre,49.137179,-123.116767,169.0,"10211 Mortfield Rd, Richmond, BC",Richmond,Daycare
Apple Tree Childcare Centre,49.102494,-122.876634,227.0,"5482 124B St, Surrey, BC",Surrey,Daycare
Apple Tree Family Daycare,49.236829,-122.949072,210.0,"7924 Nursery St, Burnaby, BC",Burnaby,Daycare
Apple Tree Maple Child Care Centre,49.146123,-123.154673,100.0,"9211 Romaniuk Dr, Richmond, BC",Richmond,Daycare
Apple Tree Roselea Child Care Centre,49.135194,-123.127453,162.0,"8740 Roselea Pl, Richmond, BC",Richmond,Daycare
Apple Tree Ryan Child Care,49.137917,-123.129609,172.0,"8520 Ryan Rd, Richmond, BC",Richmond,Daycare
Apple'kins Childcare,49.030147,-122.583388,163.0,"23110 16 Ave, Langley, BC",Langley,Daycare
Apple's Family Child Care,49.216518,-123.102384,162.0,"7511 Main St, Vancouver, BC",Vancouver,Daycare
Appledale Children's Centre,49.6426,-117.5365,141.0,"6566 Berekoff Rd, Winlaw, BC",Winlaw,Daycare
Apples And Bananas,48.453712,-123.411295,289.0,"2838 Adelaide Ave, Victoria, BC",Victoria,Daycare
Appleseed Daycare,49.288409,-123.0489,224.0,"2710 mcgill St, Vancouver, BC",Vancouver,Daycare
Appletree Family Child Care,48.793915,-123.742507,174.0,"3406 Hilton Rd, Duncan, BC",Duncan,Daycare
Appu Child Care Centre,49.22652,-123.092321,285.0,"614 48Th Ave E, Vancouver, BC",Vancouver,Daycare
April Daycare,49.323471,-123.056244,149.0,"1604 Grand Blvd E, North Vancouver, BC",North Vancouver,Daycare
Arbutus Global Middle School,48.4710564,-123.306861,675.0,"2306 Edgelow St, Victoria, BC",Victoria,Elementary Public School
Arbutus Montessori Child Care Centre,49.24891,-123.163844,272.0,"2636 Oliver Cres, Vancouver, BC",Vancouver,Daycare
Arcadian Early Learning,48.77705,-123.712246,222.0,"5650 Club Rd, Duncan, BC",Duncan,Daycare
Archbishop Carney Regional Secondary,49.2586447,-122.7509446,,"1335 Dominion Ave, Port Coquitlam, BC",Port Coquitlam,Elementary Independent School
Archer Daycare,49.225835,-122.899562,199.0,"310 Archer St, New Westminster, BC",New Westminster,Daycare
Archibald Blair Elementary,49.1653339,-123.1660951,220.0,"6551 Lynas Lane, Richmond, BC",Richmond,Elementary Public School
Arden Elementary,49.6729096,-125.0240042,315.0,"3040 Lake Trail Rd, Courtenay, BC",Courtenay,Elementary Public School
Areakids Daycare Ltd,49.491663,-119.59928,142.0,"550 Eckhardt Ave W, Penticton, BC",Penticton,Daycare
Argyle Secondary,49.340804,-123.0413497,1200.0,"1131 Frederick Rd, North Vancouver, BC",North Vancouver,Secondary Public School
Aria Montessori Learning Center,49.295976,-122.828403,211.0,"44 Timbercrest Dr, Port Moody, BC",Port Moody,Daycare
Aristo-Kids Children's Centre,49.146183,-122.900336,268.0,"11643 78A Ave, Delta, BC",Delta,Daycare
Aristokids Center,49.17281,-121.950278,306.0,"46077 Victoria Ave, Chilliwack, BC",Chilliwack,Daycare
Ark Elementary Montessori Reggio School,49.1300377,-123.138191,,"Broadmoor PO Box 39509, Richmond, BC",Richmond,Elementary Independent School
Armstrong Daycare,49.232974,-122.908357,221.0,"8688 Armstrong Ave, Burnaby, BC",Burnaby,Daycare
Armstrong Elementary,49.2341562,-122.9087446,490.0,"8757 Armstrong Ave, Burnaby, BC",Burnaby,Elementary Public School
Armstrong Elementary,50.4421876,-119.2032005,265.0,"3010 Pleasant Valley Rd, Armstrong, BC",Armstrong,Elementary Public School
Armstrong Montessori Academy,50.447234,-119.191775,314.0,"B - 2516 Patterson Ave, Armstrong, BC",Armstrong,Daycare
